;;NE;Start;End;X1 Average User Number ;X2 L.DLPwr.Avg;Y L.UL.Interference.Avg;X3 RA Success Rate;X4 RRC Setup Success Rate (Service);X5 TA Mean
;;44_KOS0011A_201L18_O_SKWIERZYNKA;09.05.2023 05:00;09.05.2023 06:00;18,0836;39;-117;95,4615;100;1,0087
;;44_KOS0011A_201L18_O_SKWIERZYNKA;09.05.2023 06:00;09.05.2023 07:00;19,7872;40,2;-117;97,3794;100;0,9537
;;44_KOS0011A_201L18_O_SKWIERZYNKA;09.05.2023 07:00;09.05.2023 08:00;32,7761;42,6;-116;95,1107;100;0,9351
;;44_KOS0011A_201L18_O_SKWIERZYNKA;09.05.2023 08:00;09.05.2023 09:00;41,5233;43;-117;95,0786;100;0,9195
;;44_KOS0011A_201L18_O_SKWIERZYNKA;09.05.2023 09:00;09.05.2023 10:00;30,9308;44;-117;92,5847;100;0,9678
;;44_KOS0011A_201L18_O_SKWIERZYNKA;09.05.2023 10:00;09.05.2023 11:00;36,4311;43,6;-117;94,9489;100;0,9493
;;44_KOS0011A_201L18_O_SKWIERZYNKA;09.05.2023 11:00;09.05.2023 12:00;38,9333;42,3;-117;97,0488;100;0,9331
;;44_KOS0011A_201L18_O_SKWIERZYNKA;09.05.2023 12:00;09.05.2023 13:00;44,3426;43,6;-117;97,7876;100;0,9182
;;44_KOS0011A_201L18_O_SKWIERZYNKA;09.05.2023 13:00;09.05.2023 14:00;37,8353;43,1;-116;96,404;100;0,9375
;;44_KOS0011A_201L18_O_SKWIERZYNKA;09.05.2023 14:00;09.05.2023 15:00;32,8997;43,5;-116;91,8208;100;0,9317
;;44_KOS0011A_201L18_O_SKWIERZYNKA;09.05.2023 15:00;09.05.2023 16:00;39,6684;45;-116;91,5287;100;0,9906
;;44_KOS0011A_201L18_O_SKWIERZYNKA;09.05.2023 16:00;09.05.2023 17:00;40,8789;44,7;-116;90,7707;100;0,9572
;;44_KOS0011A_201L18_O_SKWIERZYNKA;09.05.2023 17:00;09.05.2023 18:00;38,7706;44;-116;97,054;100;0,9458
;;44_KOS0011A_201L18_O_SKWIERZYNKA;09.05.2023 18:00;09.05.2023 19:00;43,2356;44,9;-115;95,7629;100;0,9557
;;44_KOS0011A_201L18_O_SKWIERZYNKA;09.05.2023 19:00;09.05.2023 20:00;44,4538;45,3;-115;65,4011;100;0,9062
;;44_KOS0011A_201L18_O_SKWIERZYNKA;09.05.2023 20:00;09.05.2023 21:00;50,9942;45,1;-116;87,5316;100;0,9315
;;44_KOS0011A_201L18_O_SKWIERZYNKA;09.05.2023 21:00;09.05.2023 22:00;44,8733;45,7;-116;69,1288;100;0,9281
;;44_KOS0011A_201L18_O_SKWIERZYNKA;09.05.2023 22:00;09.05.2023 23:00;45,6592;45,7;-116;91,2099;100;0,9133
;;44_KOS0011A_201L18_O_SKWIERZYNKA;09.05.2023 23:00;10.05.2023 00:00;43,1233;45,1;-116;96,917;100;0,9601
;;44_KOS0011A_201L18_O_SKWIERZYNKA;10.05.2023 00:00;10.05.2023 01:00;27,6853;42,1;-118;96,1138;100;1,0262
;;44_KOS0011A_201L18_O_SKWIERZYNKA;10.05.2023 01:00;10.05.2023 02:00;25,4206;41,7;-118;97,1477;100;0,9922
;;44_KOS0011A_201L18_O_SKWIERZYNKA;10.05.2023 02:00;10.05.2023 03:00;20,6885;41,8;-118;97,1668;100;0,9906
;;44_KOS0011A_201L18_O_SKWIERZYNKA;10.05.2023 03:00;10.05.2023 04:00;15,8142;41,1;-117;98,9706;100;1,0058
;;44_KOS0011A_201L18_O_SKWIERZYNKA;10.05.2023 04:00;10.05.2023 05:00;20,3556;39,1;-117;98,0077;100;1,0243
;;44_KOS0011A_201L18_O_SKWIERZYNKA;10.05.2023 05:00;10.05.2023 06:00;23,9992;39,3;-117;96,1254;100;1,0105
;;44_KOS0011A_201L18_O_SKWIERZYNKA;10.05.2023 06:00;10.05.2023 07:00;28,3897;40,6;-116;88,59;100;0,9685
;;44_KOS0011A_201L18_O_SKWIERZYNKA;10.05.2023 07:00;10.05.2023 08:00;30,4548;42,9;-116;82,0449;100;0,9468
;;44_KOS0011A_201L18_O_SKWIERZYNKA;10.05.2023 08:00;10.05.2023 09:00;39,4503;44,3;-116;96,4156;100;0,9352
;;44_KOS0011A_201L18_O_SKWIERZYNKA;10.05.2023 09:00;10.05.2023 10:00;36,8017;42,7;-117;96,4787;100;0,9276
;;44_KOS0011A_201L18_O_SKWIERZYNKA;10.05.2023 10:00;10.05.2023 11:00;33,1011;42,8;-117;96,2583;100;0,9499
;;44_KOS0011A_201L18_O_SKWIERZYNKA;10.05.2023 11:00;10.05.2023 12:00;36,0478;43,8;-117;93,4136;100;0,9156
;;44_KOS0011A_201L18_O_SKWIERZYNKA;10.05.2023 12:00;10.05.2023 13:00;39,5506;43,8;-117;94,6675;100;0,9177
;;44_KOS0011A_201L18_O_SKWIERZYNKA;10.05.2023 13:00;10.05.2023 14:00;39,705;45,1;-117;94,0816;100;0,916
;;44_KOS0011A_201L18_O_SKWIERZYNKA;10.05.2023 14:00;10.05.2023 15:00;41,1917;44,5;-116;92,0131;100;0,9158
;;44_KOS0011A_201L18_O_SKWIERZYNKA;10.05.2023 15:00;10.05.2023 16:00;37,9531;43,7;-116;91,4212;100;0,9432
;;44_KOS0011A_201L18_O_SKWIERZYNKA;10.05.2023 16:00;10.05.2023 17:00;42,2092;44,6;-117;95,0545;100;0,9459
;;44_KOS0011A_201L18_O_SKWIERZYNKA;10.05.2023 17:00;10.05.2023 18:00;39,5167;45;-116;96,4977;100;0,9473
;;44_KOS0011A_201L18_O_SKWIERZYNKA;10.05.2023 18:00;10.05.2023 19:00;42,3759;45,3;-116;93,6112;100;0,967
;;44_KOS0011A_201L18_O_SKWIERZYNKA;10.05.2023 19:00;10.05.2023 20:00;40,13;45,7;-116;93,2788;100;0,9684
;;44_KOS0011A_201L18_O_SKWIERZYNKA;10.05.2023 20:00;10.05.2023 21:00;35,3147;45,8;-115;92,7302;99,8994;0,9555
;;44_KOS0011A_201L18_O_SKWIERZYNKA;10.05.2023 21:00;10.05.2023 22:00;39,3439;45,8;-114;92,4879;100;0,9519
;;44_KOS0011A_201L18_O_SKWIERZYNKA;10.05.2023 22:00;10.05.2023 23:00;38,5479;45,7;-114;90,601;99,9572;0,9351
;;44_KOS0011A_201L18_O_SKWIERZYNKA;10.05.2023 23:00;11.05.2023 00:00;30,808;43,7;-115;91,7442;100;0,9511
;;44_KOS0011A_201L18_O_SKWIERZYNKA;11.05.2023 00:00;11.05.2023 01:00;21,4806;42,3;-118;82,8043;100;0,9723
;;44_KOS0011A_201L18_O_SKWIERZYNKA;11.05.2023 01:00;11.05.2023 02:00;17,6966;39,9;-117;91,8787;100;0,9983
;;44_KOS0011A_201L18_O_SKWIERZYNKA;11.05.2023 02:00;11.05.2023 03:00;19,2083;40,7;-117;93,3757;100;0,9874
;;44_KOS0011A_201L18_O_SKWIERZYNKA;11.05.2023 03:00;11.05.2023 04:00;15,8008;40,1;-117;96,0367;100;0,9736
;;44_KOS0011A_201L18_O_SKWIERZYNKA;11.05.2023 04:00;11.05.2023 05:00;14,6072;39,9;-117;97,2335;100;1,0175
;;44_KOS0011A_201L18_O_SKWIERZYNKA;11.05.2023 05:00;11.05.2023 06:00;15,2219;40,7;-118;95,412;100;1,0005
;;44_KOS0011A_201L18_O_SKWIERZYNKA;11.05.2023 06:00;11.05.2023 07:00;19,4001;41;-117;86,5471;100;1,0025
;;44_KOS0011A_201L18_O_SKWIERZYNKA;11.05.2023 07:00;11.05.2023 08:00;32,0972;42,2;-117;88,8029;100;0,9562
;;44_KOS0011A_201L18_O_SKWIERZYNKA;11.05.2023 08:00;11.05.2023 09:00;40,9439;42,9;-116;95,6634;100;0,9041
;;44_KOS0011A_201L18_O_SKWIERZYNKA;11.05.2023 09:00;11.05.2023 10:00;37,9919;43,3;-117;97,4923;100;0,92
;;44_KOS0011A_201L18_O_SKWIERZYNKA;11.05.2023 10:00;11.05.2023 11:00;35,1236;43,6;-116;97,807;100;0,9109
;;44_KOS0011A_201L18_O_SKWIERZYNKA;11.05.2023 11:00;11.05.2023 12:00;41,9511;43,5;-116;95,5643;100;0,8987
;;44_KOS0011A_201L18_O_SKWIERZYNKA;11.05.2023 12:00;11.05.2023 13:00;32,8672;43,4;-116;88,4186;100;0,9389
;;44_KOS0011A_201L18_O_SKWIERZYNKA;11.05.2023 13:00;11.05.2023 14:00;40,5506;44,3;-116;97,1231;100;0,9289
;;44_KOS0011A_201L18_O_SKWIERZYNKA;11.05.2023 14:00;11.05.2023 15:00;42,4223;44,7;-115;95,1194;100;0,9161
;;44_KOS0011A_201L18_O_SKWIERZYNKA;11.05.2023 15:00;11.05.2023 16:00;35,8589;45,3;-114;93,3855;100;0,9804
;;44_KOS0011A_201L18_O_SKWIERZYNKA;11.05.2023 16:00;11.05.2023 17:00;33,6507;45,1;-115;91,1221;100;0,9661
;;44_KOS0011A_201L18_O_SKWIERZYNKA;11.05.2023 17:00;11.05.2023 18:00;39,515;45,2;-116;93,5381;100;0,9228
;;44_KOS0011A_201L18_O_SKWIERZYNKA;11.05.2023 18:00;11.05.2023 19:00;40,6247;45,6;-116;95,4756;100;0,9148
;;44_KOS0011A_201L18_O_SKWIERZYNKA;11.05.2023 19:00;11.05.2023 20:00;41,6792;45,6;-115;96,4734;100;0,9156
;;44_KOS0011A_201L18_O_SKWIERZYNKA;11.05.2023 20:00;11.05.2023 21:00;43,4642;45,6;-115;92,644;100;0,9336
;;44_KOS0011A_201L18_O_SKWIERZYNKA;11.05.2023 21:00;11.05.2023 22:00;43,1136;45,8;-115;87,1145;99,9022;0,9087
;;44_KOS0011A_201L18_O_SKWIERZYNKA;11.05.2023 22:00;11.05.2023 23:00;38,2467;45,8;-116;91,5474;100;0,9151
;;44_KOS0011A_201L18_O_SKWIERZYNKA;11.05.2023 23:00;12.05.2023 00:00;24,4661;45,5;-116;95,092;100;0,9284
;;44_KOS0011A_201L18_O_SKWIERZYNKA;12.05.2023 00:00;12.05.2023 01:00;26,3956;42;-117;89,9461;100;0,9642
;;44_KOS0011A_201L18_O_SKWIERZYNKA;12.05.2023 01:00;12.05.2023 02:00;25,6758;40,1;-118;98,164;99,9478;0,9583
;;44_KOS0011A_201L18_O_SKWIERZYNKA;12.05.2023 02:00;12.05.2023 03:00;23,0364;39,6;-117;98,6736;100;0,9281
;;44_KOS0011A_201L18_O_SKWIERZYNKA;12.05.2023 03:00;12.05.2023 04:00;18,0139;39,1;-117;98,9589;100;0,9452
;;44_KOS0011A_201L18_O_SKWIERZYNKA;12.05.2023 04:00;12.05.2023 05:00;19,6378;39,6;-117;98,9651;100;0,9516
;;44_KOS0011A_201L18_O_SKWIERZYNKA;12.05.2023 05:00;12.05.2023 06:00;20,3147;39,9;-117;97,556;100;0,9757
;;44_KOS0011A_201L18_O_SKWIERZYNKA;12.05.2023 06:00;12.05.2023 07:00;23,5617;40,5;-117;93,5907;100;0,9401
;;44_KOS0011A_201L18_O_SKWIERZYNKA;12.05.2023 07:00;12.05.2023 08:00;34,6324;41,8;-116;97,2198;100;0,9329
;;44_KOS0011A_201L18_O_SKWIERZYNKA;12.05.2023 08:00;12.05.2023 09:00;44,7148;44,2;-117;98,4837;100;0,9324
;;44_KOS0011A_201L18_O_SKWIERZYNKA;12.05.2023 09:00;12.05.2023 10:00;42,8444;43,6;-116;95,903;100;0,9049
;;44_KOS0011A_201L18_O_SKWIERZYNKA;12.05.2023 10:00;12.05.2023 11:00;40,7792;43,9;-117;95,8147;100;0,9057
;;44_KOS0011A_201L18_O_SKWIERZYNKA;12.05.2023 11:00;12.05.2023 12:00;37,9711;44,4;-116;97,2901;100;0,9543
;;44_KOS0011A_201L18_O_SKWIERZYNKA;12.05.2023 12:00;12.05.2023 13:00;38,2855;43,9;-116;93,1633;100;0,9195
;;44_KOS0011A_201L18_O_SKWIERZYNKA;12.05.2023 13:00;12.05.2023 14:00;33,7285;44,6;-116;88,9311;100;0,9688
;;44_KOS0011A_201L18_O_SKWIERZYNKA;12.05.2023 14:00;12.05.2023 15:00;34,5358;43,8;-116;94,8318;100;0,9648
;;44_KOS0011A_201L18_O_SKWIERZYNKA;12.05.2023 15:00;12.05.2023 16:00;37,4808;45;-116;92,5541;100;0,9432
;;44_KOS0011A_201L18_O_SKWIERZYNKA;12.05.2023 16:00;12.05.2023 17:00;33,6794;43,4;-116;87,3327;100;0,922
;;44_KOS0011A_201L18_O_SKWIERZYNKA;12.05.2023 17:00;12.05.2023 18:00;34,7364;44,5;-116;94,6391;100;0,8993
;;44_KOS0011A_201L18_O_SKWIERZYNKA;12.05.2023 18:00;12.05.2023 19:00;33,985;44,9;-115;94,2162;100;0,8991
;;44_KOS0011A_201L18_O_SKWIERZYNKA;12.05.2023 19:00;12.05.2023 20:00;35,9033;45,5;-116;91,5272;99,9465;0,9323
;;44_KOS0011A_201L18_O_SKWIERZYNKA;12.05.2023 20:00;12.05.2023 21:00;35,3583;45,7;-116;92,5554;100;0,9329
;;44_KOS0011A_201L18_O_SKWIERZYNKA;12.05.2023 21:00;12.05.2023 22:00;38,3587;45,8;-116;95,2602;100;0,9184
;;44_KOS0011A_201L18_O_SKWIERZYNKA;12.05.2023 22:00;12.05.2023 23:00;42,4156;45,7;-116;91,5669;100;0,9112
;;44_KOS0011A_201L18_O_SKWIERZYNKA;12.05.2023 23:00;13.05.2023 00:00;31,4671;44;-116;95,8891;100;0,9501
;;44_KOS0011A_201L18_O_SKWIERZYNKA;13.05.2023 00:00;13.05.2023 01:00;29,2325;42;-117;92,5497;100;0,9667
;;44_KOS0011A_201L18_O_SKWIERZYNKA;13.05.2023 01:00;13.05.2023 02:00;19,6407;41,2;-116;87,4871;100;1,0181
;;44_KOS0011A_201L18_O_SKWIERZYNKA;13.05.2023 02:00;13.05.2023 03:00;15,2994;40;-117;96,668;100;1,0485
;;44_KOS0011A_201L18_O_SKWIERZYNKA;13.05.2023 03:00;13.05.2023 04:00;17,6071;39;-117;98,9134;100;0,9765
;;44_KOS0011A_201L18_O_SKWIERZYNKA;13.05.2023 04:00;13.05.2023 05:00;20,5999;39;-117;91,6084;100;0,9543
;;44_KOS0011A_201L18_O_SKWIERZYNKA;13.05.2023 05:00;13.05.2023 06:00;20,3336;39,4;-116;97,5935;100;0,9484
;;44_KOS0011A_201L18_O_SKWIERZYNKA;13.05.2023 06:00;13.05.2023 07:00;24,2694;40,4;-116;97,751;100;0,917
;;44_KOS0011A_201L18_O_SKWIERZYNKA;13.05.2023 07:00;13.05.2023 08:00;32,9642;42,3;-116;97,331;99,9698;0,9318
;;44_KOS0011A_201L18_O_SKWIERZYNKA;13.05.2023 08:00;13.05.2023 09:00;35,9139;43,9;-116;97,9452;100;0,9309
;;44_KOS0011A_201L18_O_SKWIERZYNKA;13.05.2023 09:00;13.05.2023 10:00;28,5175;45,4;-116;95,235;100;0,9198
;;44_KOS0011A_201L18_O_SKWIERZYNKA;13.05.2023 10:00;13.05.2023 11:00;33,2531;44,6;-116;92,2345;100;0,8906
;;44_KOS0011A_201L18_O_SKWIERZYNKA;13.05.2023 11:00;13.05.2023 12:00;34,1306;45,2;-116;95,2701;100;0,9087
;;44_KOS0011A_201L18_O_SKWIERZYNKA;13.05.2023 12:00;13.05.2023 13:00;34,445;44,7;-116;90,9353;100;0,9314
;;44_KOS0011A_201L18_O_SKWIERZYNKA;13.05.2023 13:00;13.05.2023 14:00;33,1033;44,7;-116;95,2938;100;0,9579
;;44_KOS0011A_201L18_O_SKWIERZYNKA;13.05.2023 14:00;13.05.2023 15:00;31,38;43,9;-116;94,9736;100;0,9667
;;44_KOS0011A_201L18_O_SKWIERZYNKA;13.05.2023 15:00;13.05.2023 16:00;27,6725;44,5;-115;93,1583;100;0,9413
;;44_KOS0011A_201L18_O_SKWIERZYNKA;13.05.2023 16:00;13.05.2023 17:00;31,5693;45,6;-115;91,2824;100;0,9345
;;44_KOS0011A_201L18_O_SKWIERZYNKA;13.05.2023 17:00;13.05.2023 18:00;33,2427;45,1;-116;95,1909;100;0,9675
;;44_KOS0011A_201L18_O_SKWIERZYNKA;13.05.2023 18:00;13.05.2023 19:00;34,5585;45;-117;96,8346;100;0,9773
;;44_KOS0011A_201L18_O_SKWIERZYNKA;13.05.2023 19:00;13.05.2023 20:00;39,3186;45,1;-116;90,2807;100;0,9504
;;44_KOS0011A_201L18_O_SKWIERZYNKA;13.05.2023 20:00;13.05.2023 21:00;34,0881;45;-116;97,6144;100;0,9816
;;44_KOS0011A_201L18_O_SKWIERZYNKA;13.05.2023 21:00;13.05.2023 22:00;37,4286;45,7;-116;94,6644;100;0,9423
;;44_KOS0011A_201L18_O_SKWIERZYNKA;13.05.2023 22:00;13.05.2023 23:00;37,31;45,7;-116;95,335;99,962;0,9571
;;44_KOS0011A_201L18_O_SKWIERZYNKA;13.05.2023 23:00;14.05.2023 00:00;33,0747;45,3;-116;93,7978;100;0,9473
;;44_KOS0011A_201L18_O_SKWIERZYNKA;14.05.2023 00:00;14.05.2023 01:00;27,2058;43,5;-117;96,6011;100;0,9609
;;44_KOS0011A_201L18_O_SKWIERZYNKA;14.05.2023 01:00;14.05.2023 02:00;19,1125;41,5;-116;98,2293;100;0,9768
;;44_KOS0011A_201L18_O_SKWIERZYNKA;14.05.2023 02:00;14.05.2023 03:00;17,5533;41,2;-116;97,4409;100;0,9477
;;44_KOS0011A_201L18_O_SKWIERZYNKA;14.05.2023 03:00;14.05.2023 04:00;17,7734;40,6;-117;98,8381;100;0,9365
;;44_KOS0011A_201L18_O_SKWIERZYNKA;14.05.2023 04:00;14.05.2023 05:00;17,0361;40,6;-116;96,5343;100;0,969
;;44_KOS0011A_201L18_O_SKWIERZYNKA;14.05.2023 05:00;14.05.2023 06:00;19,2081;40,8;-116;98,7119;100;0,9671
;;44_KOS0011A_201L18_O_SKWIERZYNKA;14.05.2023 06:00;14.05.2023 07:00;24,7408;40,9;-116;97,5092;100;0,9498
;;44_KOS0011A_201L18_O_SKWIERZYNKA;14.05.2023 07:00;14.05.2023 08:00;31,7698;42,7;-116;94,114;100;0,9393
;;44_KOS0011A_201L18_O_SKWIERZYNKA;14.05.2023 08:00;14.05.2023 09:00;30,8122;44,5;-115;91,6926;100;0,9265
;;44_KOS0011A_201L18_O_SKWIERZYNKA;14.05.2023 09:00;14.05.2023 10:00;32,0603;45,3;-115;96,5674;100;0,9189
;;44_KOS0011A_201L18_O_SKWIERZYNKA;14.05.2023 10:00;14.05.2023 11:00;34,9786;45,3;-116;96,9408;100;0,9563
;;44_KOS0011A_201L18_O_SKWIERZYNKA;14.05.2023 11:00;14.05.2023 12:00;33,2062;44,9;-115;96,8249;99,9589;0,9635
;;44_KOS0011A_201L18_O_SKWIERZYNKA;14.05.2023 12:00;14.05.2023 13:00;33,6461;44,2;-116;94,7554;100;0,9546
;;44_KOS0011A_201L18_O_SKWIERZYNKA;14.05.2023 13:00;14.05.2023 14:00;45,8031;44,4;-116;96,3324;99,9743;0,9234
;;44_KOS0011A_201L18_O_SKWIERZYNKA;14.05.2023 14:00;14.05.2023 15:00;35,2101;45,5;-116;87,9329;100;0,9343
;;44_KOS0011A_201L18_O_SKWIERZYNKA;14.05.2023 15:00;14.05.2023 16:00;40,4029;45,4;-116;97,4724;100;0,9308
;;44_KOS0011A_201L18_O_SKWIERZYNKA;14.05.2023 16:00;14.05.2023 17:00;35,8689;45,6;-116;94,6602;99,9561;1,0036
;;44_KOS0011A_201L18_O_SKWIERZYNKA;14.05.2023 17:00;14.05.2023 18:00;42,4785;45,8;-115;94,8144;100;0,9765
;;44_KOS0011A_201L18_O_SKWIERZYNKA;14.05.2023 18:00;14.05.2023 19:00;43,6632;45,8;-115;96,3905;100;0,9508
;;44_KOS0011A_201L18_O_SKWIERZYNKA;14.05.2023 19:00;14.05.2023 20:00;40,3183;45,8;-114;94,765;100;0,9367
;;44_KOS0011A_201L18_O_SKWIERZYNKA;14.05.2023 20:00;14.05.2023 21:00;41,8239;45,8;-114;94,673;100;0,9032
;;44_KOS0011A_201L18_O_SKWIERZYNKA;14.05.2023 21:00;14.05.2023 22:00;33,3031;45,8;-114;95,7477;100;0,9211
;;44_KOS0011A_201L18_O_SKWIERZYNKA;14.05.2023 22:00;14.05.2023 23:00;33,1314;45,8;-115;87,5817;100;0,9075
;;44_KOS0011A_201L18_O_SKWIERZYNKA;14.05.2023 23:00;15.05.2023 00:00;28,3914;45,5;-117;98,1696;100;0,9075
;;44_KOS0011A_201L18_O_SKWIERZYNKA;15.05.2023 00:00;15.05.2023 01:00;23,5519;45,7;-117;97,0508;100;0,9352
;;44_KOS0011A_201L18_O_SKWIERZYNKA;15.05.2023 01:00;15.05.2023 02:00;22,0106;42;-117;98,2045;100;0,9575
;;44_KOS0011A_201L18_O_SKWIERZYNKA;15.05.2023 02:00;15.05.2023 03:00;23,8214;39,1;-116;98,5711;100;0,9465
;;44_KOS0011A_201L18_O_SKWIERZYNKA;15.05.2023 03:00;15.05.2023 04:00;23,6092;38,9;-116;84,7228;100;0,9578
;;44_KOS0011A_201L18_O_SKWIERZYNKA;15.05.2023 04:00;15.05.2023 05:00;22,5917;39,3;-116;84,276;100;0,9559
;;44_KOS0011A_201L18_O_SKWIERZYNKA;15.05.2023 05:00;15.05.2023 06:00;22,3717;40,1;-116;82,1186;100;0,9463
;;44_KOS0011A_201L18_O_SKWIERZYNKA;15.05.2023 06:00;15.05.2023 07:00;26,9164;40,5;-116;87,0757;100;0,9618
;;44_KOS0011A_201L18_O_SKWIERZYNKA;15.05.2023 07:00;15.05.2023 08:00;35,2556;42;-116;93,2563;100;0,9687
;;44_KOS0011A_201L18_O_SKWIERZYNKA;15.05.2023 08:00;15.05.2023 09:00;40,8123;43;-116;98,3844;100;0,9385
;;44_KOS0011A_201L18_O_SKWIERZYNKA;15.05.2023 09:00;15.05.2023 10:00;33,9697;43;-116;94,0695;100;0,9411
;;44_KOS0011A_201L18_O_SKWIERZYNKA;15.05.2023 10:00;15.05.2023 11:00;36,8772;44;-116;93,2452;100;0,9533
;;44_KOS0011A_201L18_O_SKWIERZYNKA;15.05.2023 11:00;15.05.2023 12:00;39,2586;43,7;-115;94,3548;100;0,9269
;;44_KOS0011A_201L18_O_SKWIERZYNKA;15.05.2023 12:00;15.05.2023 13:00;35,2156;44,7;-115;94,4316;100;0,9105
;;44_KOS0011A_201L18_O_SKWIERZYNKA;15.05.2023 13:00;15.05.2023 14:00;39,0672;44,1;-115;90,377;99,9732;0,9172
;;44_KOS0011A_201L18_O_SKWIERZYNKA;15.05.2023 14:00;15.05.2023 15:00;47,9606;44,7;-115;96,7922;100;0,8979
;;44_KOS0011A_201L18_O_SKWIERZYNKA;15.05.2023 15:00;15.05.2023 16:00;38,5731;44,9;-115;89,7876;100;0,9622
;;44_KOS0011A_201L18_O_SKWIERZYNKA;15.05.2023 16:00;15.05.2023 17:00;31,6881;45,3;-116;94,5006;100;0,9633
;;44_KOS0011A_201L18_O_SKWIERZYNKA;15.05.2023 17:00;15.05.2023 18:00;35,5114;45,4;-116;93,9227;100;0,975
;;44_KOS0011A_201L18_O_SKWIERZYNKA;15.05.2023 18:00;15.05.2023 19:00;30,5464;45,8;-115;91,7363;100;0,9535
;;44_KOS0011A_201L18_O_SKWIERZYNKA;15.05.2023 19:00;15.05.2023 20:00;34,1734;45,6;-115;42,6772;100;0,7424
;;44_KOS0011A_201L18_O_SKWIERZYNKA;15.05.2023 20:00;15.05.2023 21:00;32,5228;45,8;-115;96,1708;100;0,9694
;;44_KOS0011A_201L18_O_SKWIERZYNKA;15.05.2023 21:00;15.05.2023 22:00;36,0442;45,8;-116;92,9954;100;0,9012
;;44_KOS0011A_201L18_O_SKWIERZYNKA;15.05.2023 22:00;15.05.2023 23:00;36,3659;45,4;-116;95,6178;100;0,8898
;;44_KOS0011A_201L18_O_SKWIERZYNKA;15.05.2023 23:00;16.05.2023 00:00;32,8087;44,3;-116;94,6788;100;0,9112
;;44_KOS0011A_201L18_O_SKWIERZYNKA;16.05.2023 00:00;16.05.2023 01:00;27,4522;40,9;-117;98,4176;100;0,9412
;;44_KOS0011A_201L18_O_SKWIERZYNKA;16.05.2023 01:00;16.05.2023 02:00;17,0467;40,8;-117;97,3163;100;0,9728
;;44_KOS0011A_201L18_O_SKWIERZYNKA;16.05.2023 02:00;16.05.2023 03:00;15,9378;40,8;-116;96,0302;100;0,9773
;;44_KOS0011A_201L18_O_SKWIERZYNKA;16.05.2023 03:00;16.05.2023 04:00;14,8883;39,4;-118;98,3997;100;0,9959
;;44_KOS0011A_201L18_O_SKWIERZYNKA;16.05.2023 04:00;16.05.2023 05:00;15,3469;40,4;-118;94,6672;100;0,9644
;;44_KOS0011A_201L18_O_SKWIERZYNKA;16.05.2023 05:00;16.05.2023 06:00;15,6056;40,1;-117;96,4221;100;1,034
;;44_KOS0011A_201L18_O_SKWIERZYNKA;16.05.2023 06:00;16.05.2023 07:00;20,5719;40,5;-117;96,7266;100;0,9841
;;44_KOS0011A_201L18_O_SKWIERZYNKA;16.05.2023 07:00;16.05.2023 08:00;31,6817;42,1;-116;95,7415;100;0,9742
;;44_KOS0011A_201L18_O_SKWIERZYNKA;16.05.2023 08:00;16.05.2023 09:00;41,8111;42,3;-116;91,8954;100;0,9349
;;44_KOS0011A_201L18_O_SKWIERZYNKA;16.05.2023 09:00;16.05.2023 10:00;41,7167;42,6;-116;94,1167;100;0,8968
;;44_KOS0011A_201L18_O_SKWIERZYNKA;16.05.2023 10:00;16.05.2023 11:00;38,0967;44,3;-116;91,7788;99,9748;0,9123
;;44_KOS0011A_201L18_O_SKWIERZYNKA;16.05.2023 11:00;16.05.2023 12:00;35,0825;43,3;-116;94,5952;100;0,9159
;;44_KOS0011A_201L18_O_SKWIERZYNKA;16.05.2023 12:00;16.05.2023 13:00;35,656;43,9;-116;95,8193;100;0,957
;;44_KOS0011A_201L18_O_SKWIERZYNKA;16.05.2023 13:00;16.05.2023 14:00;31,1094;45,2;-117;96,3348;100;0,9663
;;44_KOS0011A_201L18_O_SKWIERZYNKA;16.05.2023 14:00;16.05.2023 15:00;29,8544;45,5;-116;94,905;100;0,9527
;;44_KOS0011A_201L18_O_SKWIERZYNKA;16.05.2023 15:00;16.05.2023 16:00;31,1892;45,8;-116;91,3548;100;0,9747
;;44_KOS0011A_201L18_O_SKWIERZYNKA;16.05.2023 16:00;16.05.2023 17:00;36,4052;45,4;-116;90,2828;100;0,9545
;;44_KOS0011A_201L18_O_SKWIERZYNKA;16.05.2023 17:00;16.05.2023 18:00;43,0753;45,1;-116;84,4055;99,9694;0,9371
;;44_KOS0011A_201L18_O_SKWIERZYNKA;16.05.2023 18:00;16.05.2023 19:00;41,5847;45,4;-116;89,1073;100;0,9192
;;44_KOS0011A_201L18_O_SKWIERZYNKA;16.05.2023 19:00;16.05.2023 20:00;43,7469;45,4;-116;98,2484;100;0,9275
;;44_KOS0011A_201L18_O_SKWIERZYNKA;16.05.2023 20:00;16.05.2023 21:00;44,3303;45,4;-116;97,1204;100;0,9624
;;44_KOS0011A_201L18_O_SKWIERZYNKA;16.05.2023 21:00;16.05.2023 22:00;40,485;45,8;-116;93,4489;100;0,9341
;;44_KOS0011A_201L18_O_SKWIERZYNKA;16.05.2023 22:00;16.05.2023 23:00;44,8864;45,5;-116;92,5626;100;0,9079
;;44_KOS0011A_201L18_O_SKWIERZYNKA;16.05.2023 23:00;17.05.2023 00:00;27,1008;45,3;-117;94,665;100;0,9677
;;44_KOS0011A_301L18_O_SKWIERZYNKA;09.05.2023 00:00;09.05.2023 01:00;14,3914;40,1;-118;96,1951;100;1,4549
