;;NE;Start;End;X1 Average User Number ;X2 L.DLPwr.Avg;Y L.UL.Interference.Avg;X3 RA Success Rate;X4 RRC Setup Success Rate (Service);X5 TA Mean
;;44_KOS0025B_201L18_O_GDANSKA;14.05.2023 05:00;14.05.2023 06:00;6,6442;41,3;-119;93,3993;100;0,4827
;;44_KOS0025B_201L18_O_GDANSKA;14.05.2023 06:00;14.05.2023 07:00;7,8525;41,4;-119;97,0549;100;0,4777
;;44_KOS0025B_201L18_O_GDANSKA;14.05.2023 07:00;14.05.2023 08:00;9,0478;41,4;-119;98,0259;100;0,4821
;;44_KOS0025B_201L18_O_GDANSKA;14.05.2023 08:00;14.05.2023 09:00;11,9166;41,8;-119;94,136;100;0,4938
;;44_KOS0025B_201L18_O_GDANSKA;14.05.2023 09:00;14.05.2023 10:00;12,7106;42;-118;88,2589;99,7701;0,5178
;;44_KOS0025B_201L18_O_GDANSKA;14.05.2023 10:00;14.05.2023 11:00;15,3494;42,1;-119;93,35;99,8579;0,5249
;;44_KOS0025B_201L18_O_GDANSKA;14.05.2023 11:00;14.05.2023 12:00;14,3172;42,6;-119;88,4902;99,8589;0,5521
;;44_KOS0025B_201L18_O_GDANSKA;14.05.2023 12:00;14.05.2023 13:00;14,0222;42,4;-119;91,8396;99,9255;0,5727
;;44_KOS0025B_201L18_O_GDANSKA;14.05.2023 13:00;14.05.2023 14:00;16,5453;42,4;-119;90,1012;99,7921;0,552
;;44_KOS0025B_201L18_O_GDANSKA;14.05.2023 14:00;14.05.2023 15:00;16,5039;42,1;-119;94,5131;100;0,5249
;;44_KOS0025B_201L18_O_GDANSKA;14.05.2023 15:00;14.05.2023 16:00;17,3889;42,3;-118;95,9154;100;0,5496
;;44_KOS0025B_201L18_O_GDANSKA;14.05.2023 16:00;14.05.2023 17:00;14,0086;42,7;-119;91,5907;99,8459;0,5363
;;44_KOS0025B_201L18_O_GDANSKA;14.05.2023 17:00;14.05.2023 18:00;13,1372;42,5;-118;87,149;100;0,539
;;44_KOS0025B_201L18_O_GDANSKA;14.05.2023 18:00;14.05.2023 19:00;13,332;42,5;-119;89,4124;99,9184;0,5148
;;44_KOS0025B_201L18_O_GDANSKA;14.05.2023 19:00;14.05.2023 20:00;14,3803;42,1;-118;89,7545;99,9302;0,4884
;;44_KOS0025B_201L18_O_GDANSKA;14.05.2023 20:00;14.05.2023 21:00;11,0469;42,4;-118;89,3519;99,8824;0,5149
;;44_KOS0025B_201L18_O_GDANSKA;14.05.2023 21:00;14.05.2023 22:00;9,6994;42,9;-118;93,1923;99,7537;0,4987
;;44_KOS0025B_201L18_O_GDANSKA;14.05.2023 22:00;14.05.2023 23:00;8,1472;42,1;-119;97,2458;100;0,4764
;;44_KOS0025B_201L18_O_GDANSKA;14.05.2023 23:00;15.05.2023 00:00;10,5765;43;-119;95,5882;100;0,4653
;;44_KOS0025B_201L18_O_GDANSKA;15.05.2023 00:00;15.05.2023 01:00;8,6961;41,6;-119;96,1159;100;0,4442
;;44_KOS0025B_201L18_O_GDANSKA;15.05.2023 01:00;15.05.2023 02:00;7,3922;41,4;-119;98,6389;100;0,443
;;44_KOS0025B_201L18_O_GDANSKA;15.05.2023 02:00;15.05.2023 03:00;7,8814;41,4;-119;86,8699;99,93;0,4544
;;44_KOS0025B_201L18_O_GDANSKA;15.05.2023 03:00;15.05.2023 04:00;8,2919;41,3;-119;87,2697;99,9332;0,4784
;;44_KOS0025B_201L18_O_GDANSKA;15.05.2023 04:00;15.05.2023 05:00;7,4757;41,3;-119;86,0794;99,9331;0,4614
;;44_KOS0025B_201L18_O_GDANSKA;15.05.2023 05:00;15.05.2023 06:00;7,7778;41,3;-119;89,3258;100;0,4817
;;44_KOS0025B_201L18_O_GDANSKA;15.05.2023 06:00;15.05.2023 07:00;10,2416;41,5;-119;96,2494;100;0,4883
;;44_KOS0025B_201L18_O_GDANSKA;15.05.2023 07:00;15.05.2023 08:00;10,0208;41,7;-119;85,6495;99,9195;0,5416
;;44_KOS0025B_201L18_O_GDANSKA;15.05.2023 08:00;15.05.2023 09:00;10,4878;41,7;-119;97,2594;100;0,5492
;;44_KOS0025B_201L18_O_GDANSKA;15.05.2023 09:00;15.05.2023 10:00;10,09;41,7;-119;95,596;100;0,5377
;;44_KOS0025B_201L18_O_GDANSKA;15.05.2023 10:00;15.05.2023 11:00;10,3503;41,5;-119;90,883;99,9183;0,5525
;;44_KOS0025B_201L18_O_GDANSKA;15.05.2023 11:00;15.05.2023 12:00;11,1714;41,7;-119;96,5627;100;0,5733
;;44_KOS0025B_201L18_O_GDANSKA;15.05.2023 12:00;15.05.2023 13:00;12,0672;41,8;-119;77,5532;99,6283;0,5666
;;44_KOS0025B_201L18_O_GDANSKA;15.05.2023 13:00;15.05.2023 14:00;13,6231;41,7;-118;95,1207;100;0,5574
;;44_KOS0025B_201L18_O_GDANSKA;15.05.2023 14:00;15.05.2023 15:00;13,2711;41,9;-119;92,1791;99,9222;0,51
;;44_KOS0025B_201L18_O_GDANSKA;15.05.2023 15:00;15.05.2023 16:00;14,4733;42,2;-118;84,9933;100;0,5455
;;44_KOS0025B_201L18_O_GDANSKA;15.05.2023 16:00;15.05.2023 17:00;14,5864;42,4;-118;86,72;99,6732;0,5015
;;44_KOS0025B_201L18_O_GDANSKA;15.05.2023 17:00;15.05.2023 18:00;9,9908;42,1;-118;86,8088;99,8679;0,5344
;;44_KOS0025B_201L18_O_GDANSKA;15.05.2023 18:00;15.05.2023 19:00;11,6163;42;-118;85,0112;99,7549;0,5374
;;44_KOS0025B_201L18_O_GDANSKA;15.05.2023 19:00;15.05.2023 20:00;12,7422;42,4;-118;84,6672;99,759;0,5245
;;44_KOS0025B_201L18_O_GDANSKA;15.05.2023 20:00;15.05.2023 21:00;13,2116;42,9;-118;87,1129;100;0,5385
;;44_KOS0025B_201L18_O_GDANSKA;15.05.2023 21:00;15.05.2023 22:00;12,1164;42,5;-118;87,1296;100;0,4798
;;44_KOS0025B_201L18_O_GDANSKA;15.05.2023 22:00;15.05.2023 23:00;11,0922;42,2;-118;92,8517;100;0,4891
;;44_KOS0025B_201L18_O_GDANSKA;15.05.2023 23:00;16.05.2023 00:00;8,6043;42,1;-119;96,099;100;0,4852
;;44_KOS0025B_201L18_O_GDANSKA;16.05.2023 00:00;16.05.2023 01:00;10,4222;41,6;-119;93,6242;100;0,4722
;;44_KOS0025B_201L18_O_GDANSKA;16.05.2023 01:00;16.05.2023 02:00;7,5385;41,4;-119;95,927;100;0,4881
;;44_KOS0025B_201L18_O_GDANSKA;16.05.2023 02:00;16.05.2023 03:00;7,5518;41,4;-119;94,5188;100;0,5013
;;44_KOS0025B_201L18_O_GDANSKA;16.05.2023 03:00;16.05.2023 04:00;7,6295;41,4;-119;96,5768;100;0,514
;;44_KOS0025B_201L18_O_GDANSKA;16.05.2023 04:00;16.05.2023 05:00;7,3384;41,4;-119;98,2477;100;0,4868
;;44_KOS0025B_201L18_O_GDANSKA;16.05.2023 05:00;16.05.2023 06:00;7,8814;41,3;-119;98,1537;100;0,5002
;;44_KOS0025B_201L18_O_GDANSKA;16.05.2023 06:00;16.05.2023 07:00;8,7819;41,6;-119;97,1591;100;0,5203
;;44_KOS0025B_201L18_O_GDANSKA;16.05.2023 07:00;16.05.2023 08:00;10,3332;41,7;-118;93,9707;99,8438;0,509
;;44_KOS0025B_201L18_O_GDANSKA;16.05.2023 08:00;16.05.2023 09:00;11,3601;41,7;-119;95,6797;100;0,5161
;;44_KOS0025B_201L18_O_GDANSKA;16.05.2023 09:00;16.05.2023 10:00;10,5993;41,7;-119;91,4485;99,8346;0,5177
;;44_KOS0025B_201L18_O_GDANSKA;16.05.2023 10:00;16.05.2023 11:00;10,7227;41,8;-118;89,7815;100;0,5134
;;44_KOS0025B_201L18_O_GDANSKA;16.05.2023 11:00;16.05.2023 12:00;9,8719;41,7;-118;95,7232;100;0,5568
;;44_KOS0025B_201L18_O_GDANSKA;16.05.2023 12:00;16.05.2023 13:00;9,2486;41,9;-118;88,897;100;0,5464
;;44_KOS0025B_201L18_O_GDANSKA;16.05.2023 13:00;16.05.2023 14:00;11,9656;41,9;-118;92,4886;100;0,5415
;;44_KOS0025B_201L18_O_GDANSKA;16.05.2023 14:00;16.05.2023 15:00;8,7681;41,8;-118;88,5971;99,6757;0,5841
;;44_KOS0025B_201L18_O_GDANSKA;16.05.2023 15:00;16.05.2023 16:00;10,8564;41,7;-118;95,6125;100;0,5523
;;44_KOS0025B_201L18_O_GDANSKA;16.05.2023 16:00;16.05.2023 17:00;14,42;42,1;-118;93,9378;100;0,5115
;;44_KOS0025B_201L18_O_GDANSKA;16.05.2023 17:00;16.05.2023 18:00;14,0061;42,3;-118;82,7444;99,8101;0,5234
;;44_KOS0025B_201L18_O_GDANSKA;16.05.2023 18:00;16.05.2023 19:00;14,9111;42,4;-118;84,2524;99,8463;0,5146
;;44_KOS0025B_201L18_O_GDANSKA;16.05.2023 19:00;16.05.2023 20:00;14,7171;42,9;-118;90,429;100;0,5107
;;44_KOS0025B_201L18_O_GDANSKA;16.05.2023 20:00;16.05.2023 21:00;12,0122;42,6;-118;76,6021;99,754;0,5494
;;44_KOS0025B_201L18_O_GDANSKA;16.05.2023 21:00;16.05.2023 22:00;12,69;42,5;-119;91,7504;100;0,5145
;;44_KOS0025B_201L18_O_GDANSKA;16.05.2023 22:00;16.05.2023 23:00;11,9034;42,3;-119;79,6547;100;0,4905
;;44_KOS0025B_201L18_O_GDANSKA;16.05.2023 23:00;17.05.2023 00:00;12,3547;42,3;-119;91,733;99,9284;0,462
;;44_KOS0025B_301L18_O_GDANSKA;09.05.2023 00:00;09.05.2023 01:00;2,3286;38;-118;99,7748;100;0,8326
;;44_KOS0025B_301L18_O_GDANSKA;09.05.2023 01:00;09.05.2023 02:00;1,9714;37,8;-119;99,2079;100;0,8516
;;44_KOS0025B_301L18_O_GDANSKA;09.05.2023 02:00;09.05.2023 03:00;2,3772;37,9;-119;99,67;100;0,8503
;;44_KOS0025B_301L18_O_GDANSKA;09.05.2023 03:00;09.05.2023 04:00;2,8161;37,8;-118;100;100;0,8514
;;44_KOS0025B_301L18_O_GDANSKA;09.05.2023 04:00;09.05.2023 05:00;3,4382;37,8;-118;100;100;0,8504
;;44_KOS0025B_301L18_O_GDANSKA;09.05.2023 05:00;09.05.2023 06:00;4,2971;38;-119;99,845;100;0,8131
;;44_KOS0025B_301L18_O_GDANSKA;09.05.2023 06:00;09.05.2023 07:00;6,1234;38,3;-118;98,74;99,8553;0,7251
;;44_KOS0025B_301L18_O_GDANSKA;09.05.2023 07:00;09.05.2023 08:00;5,9089;38,7;-118;99,096;100;0,5429
;;44_KOS0025B_301L18_O_GDANSKA;09.05.2023 08:00;09.05.2023 09:00;8,7839;38,2;-118;96,271;100;0,416
;;44_KOS0025B_301L18_O_GDANSKA;09.05.2023 09:00;09.05.2023 10:00;8,8024;38,1;-118;94,5898;100;0,426
;;44_KOS0025B_301L18_O_GDANSKA;09.05.2023 10:00;09.05.2023 11:00;12,1492;38,4;-117;94,8438;100;0,4042
;;44_KOS0025B_301L18_O_GDANSKA;09.05.2023 11:00;09.05.2023 12:00;12,9867;38,4;-118;98,9747;100;0,3924
;;44_KOS0025B_301L18_O_GDANSKA;09.05.2023 12:00;09.05.2023 13:00;14,6236;38,7;-118;95,7604;100;0,4078
;;44_KOS0025B_301L18_O_GDANSKA;09.05.2023 13:00;09.05.2023 14:00;14,4779;38,5;-117;95,1884;100;0,4262
;;44_KOS0025B_301L18_O_GDANSKA;09.05.2023 14:00;09.05.2023 15:00;15,5325;39;-117;95,5507;100;0,416
;;44_KOS0025B_301L18_O_GDANSKA;09.05.2023 15:00;09.05.2023 16:00;13,4665;39;-117;94,8192;100;0,4203
;;44_KOS0025B_301L18_O_GDANSKA;09.05.2023 16:00;09.05.2023 17:00;18,7389;39,1;-116;94,4242;100;0,3927
;;44_KOS0025B_301L18_O_GDANSKA;09.05.2023 17:00;09.05.2023 18:00;21,2911;38,8;-116;95,9107;100;0,3682
;;44_KOS0025B_301L18_O_GDANSKA;09.05.2023 18:00;09.05.2023 19:00;25,075;39,3;-116;97,3176;100;0,3725
;;44_KOS0025B_301L18_O_GDANSKA;09.05.2023 19:00;09.05.2023 20:00;17,5208;40,2;-116;91,4145;100;0,3488
;;44_KOS0025B_301L18_O_GDANSKA;09.05.2023 20:00;09.05.2023 21:00;14,1031;38,9;-116;95,8892;100;0,3686
;;44_KOS0025B_301L18_O_GDANSKA;09.05.2023 21:00;09.05.2023 22:00;7,9958;42,1;-117;89,9092;100;0,4309
;;44_KOS0025B_301L18_O_GDANSKA;09.05.2023 22:00;09.05.2023 23:00;4,9792;39,9;-117;99,3068;100;0,7048
;;44_KOS0025B_301L18_O_GDANSKA;09.05.2023 23:00;10.05.2023 00:00;3,0658;39,1;-117;100,2041;100;0,751
;;44_KOS0025B_301L18_O_GDANSKA;10.05.2023 00:00;10.05.2023 01:00;1,8514;38,5;-118;93,1116;100;0,829
;;44_KOS0025B_301L18_O_GDANSKA;10.05.2023 01:00;10.05.2023 02:00;1,3889;37,8;-119;100;100;0,8547
;;44_KOS0025B_301L18_O_GDANSKA;10.05.2023 02:00;10.05.2023 03:00;1,4753;37,8;-119;98,6425;100;0,8785
;;44_KOS0025B_301L18_O_GDANSKA;10.05.2023 03:00;10.05.2023 04:00;1,7514;37,8;-119;99,4118;100;0,8538
;;44_KOS0025B_301L18_O_GDANSKA;10.05.2023 04:00;10.05.2023 05:00;2,2803;37,9;-119;95,8716;100;0,8413
;;44_KOS0025B_301L18_O_GDANSKA;10.05.2023 05:00;10.05.2023 06:00;2,02;37,8;-119;98,2456;100;0,7817
;;44_KOS0025B_301L18_O_GDANSKA;10.05.2023 06:00;10.05.2023 07:00;4,1664;37,9;-118;98,5122;100;0,5746
;;44_KOS0025B_301L18_O_GDANSKA;10.05.2023 07:00;10.05.2023 08:00;4,385;38,3;-118;95,4649;100;0,5059
;;44_KOS0025B_301L18_O_GDANSKA;10.05.2023 08:00;10.05.2023 09:00;6,66;38,1;-118;91,8941;100;0,3923
;;44_KOS0025B_301L18_O_GDANSKA;10.05.2023 09:00;10.05.2023 10:00;9,4747;38,2;-118;92,9541;100;0,4099
;;44_KOS0025B_301L18_O_GDANSKA;10.05.2023 10:00;10.05.2023 11:00;11,3612;38,9;-118;93,83;100;0,4031
;;44_KOS0025B_301L18_O_GDANSKA;10.05.2023 11:00;10.05.2023 12:00;11,9561;39,1;-118;97,232;100;0,3725
;;44_KOS0025B_301L18_O_GDANSKA;10.05.2023 12:00;10.05.2023 13:00;12,9908;38,2;-118;96,9237;100;0,3781
;;44_KOS0025B_301L18_O_GDANSKA;10.05.2023 13:00;10.05.2023 14:00;12,5276;38,5;-118;91,3839;100;0,4182
;;44_KOS0025B_301L18_O_GDANSKA;10.05.2023 14:00;10.05.2023 15:00;12,55;39,3;-118;80,6741;100;0,3937
;;44_KOS0025B_301L18_O_GDANSKA;10.05.2023 15:00;10.05.2023 16:00;16,6506;39,1;-118;95,2108;100;0,397
;;44_KOS0025B_301L18_O_GDANSKA;10.05.2023 16:00;10.05.2023 17:00;16,325;39,2;-118;96,4683;100;0,3905
;;44_KOS0025B_301L18_O_GDANSKA;10.05.2023 17:00;10.05.2023 18:00;18,4097;38,8;-117;95,8206;100;0,3632
;;44_KOS0025B_301L18_O_GDANSKA;10.05.2023 18:00;10.05.2023 19:00;23,7981;39,3;-118;92,3822;100;0,3235
;;44_KOS0025B_301L18_O_GDANSKA;10.05.2023 19:00;10.05.2023 20:00;22,8639;39,1;-117;94,0591;100;0,3247
;;44_KOS0025B_301L18_O_GDANSKA;10.05.2023 20:00;10.05.2023 21:00;15,7075;38,7;-117;95,8862;100;0,3796
;;44_KOS0025B_301L18_O_GDANSKA;10.05.2023 21:00;10.05.2023 22:00;10,4744;40,7;-116;84,6085;100;0,4293
;;44_KOS0025B_301L18_O_GDANSKA;10.05.2023 22:00;10.05.2023 23:00;6,4678;40,1;-117;94,9405;100;0,6581
;;44_KOS0025B_301L18_O_GDANSKA;10.05.2023 23:00;11.05.2023 00:00;5,0689;39,1;-118;91,0828;100;0,7851
;;44_KOS0025B_301L18_O_GDANSKA;11.05.2023 00:00;11.05.2023 01:00;2,7914;37,8;-118;95,9854;100;0,7753
;;44_KOS0025B_301L18_O_GDANSKA;11.05.2023 01:00;11.05.2023 02:00;2,9794;37,9;-118;99,6269;100;0,7854
;;44_KOS0025B_301L18_O_GDANSKA;11.05.2023 02:00;11.05.2023 03:00;2,3842;37,8;-118;99,4872;100;0,8128
;;44_KOS0025B_301L18_O_GDANSKA;11.05.2023 03:00;11.05.2023 04:00;2,4431;37,8;-119;99,162;100;0,8281
;;44_KOS0025B_301L18_O_GDANSKA;11.05.2023 04:00;11.05.2023 05:00;1,7939;37,8;-119;100;100;0,7192
;;44_KOS0025B_301L18_O_GDANSKA;11.05.2023 05:00;11.05.2023 06:00;2,1908;38;-119;100;100;0,7091
;;44_KOS0025B_301L18_O_GDANSKA;11.05.2023 06:00;11.05.2023 07:00;4,2156;38,3;-118;99,3631;100;0,6117
;;44_KOS0025B_301L18_O_GDANSKA;11.05.2023 07:00;11.05.2023 08:00;3,5431;38;-118;97,1605;100;0,5286
;;44_KOS0025B_301L18_O_GDANSKA;11.05.2023 08:00;11.05.2023 09:00;7,0278;38,2;-118;93,2668;100;0,4105
;;44_KOS0025B_301L18_O_GDANSKA;11.05.2023 09:00;11.05.2023 10:00;8,8908;39,7;-118;96,1087;100;0,474
;;44_KOS0025B_301L18_O_GDANSKA;11.05.2023 10:00;11.05.2023 11:00;12,3817;38,9;-118;90,5197;100;0,4828
;;44_KOS0025B_301L18_O_GDANSKA;11.05.2023 11:00;11.05.2023 12:00;12,8658;38,6;-118;96,7155;100;0,3858
;;44_KOS0025B_301L18_O_GDANSKA;11.05.2023 12:00;11.05.2023 13:00;13,4313;38,7;-118;96,3608;100;0,3391
;;44_KOS0025B_301L18_O_GDANSKA;11.05.2023 13:00;11.05.2023 14:00;11,3144;38,2;-118;94,3366;100;0,3618
;;44_KOS0025B_301L18_O_GDANSKA;11.05.2023 14:00;11.05.2023 15:00;12,9897;38,8;-117;91,2812;100;0,3994
;;44_KOS0025B_301L18_O_GDANSKA;11.05.2023 15:00;11.05.2023 16:00;13,0094;39,2;-117;81,9009;100;0,3907
;;44_KOS0025B_301L18_O_GDANSKA;11.05.2023 16:00;11.05.2023 17:00;17,449;39,7;-118;92,7773;100;0,4048
;;44_KOS0025B_301L18_O_GDANSKA;11.05.2023 17:00;11.05.2023 18:00;17,2886;40,1;-117;94,0833;100;0,3687
;;44_KOS0025B_301L18_O_GDANSKA;11.05.2023 18:00;11.05.2023 19:00;16,9536;39,1;-117;94,5905;100;0,3084
;;44_KOS0025B_301L18_O_GDANSKA;11.05.2023 19:00;11.05.2023 20:00;16,9936;39,2;-117;93,6015;100;0,325
;;44_KOS0025B_301L18_O_GDANSKA;11.05.2023 20:00;11.05.2023 21:00;18,7283;38,9;-117;94,2224;100;0,4199
;;44_KOS0025B_301L18_O_GDANSKA;11.05.2023 21:00;11.05.2023 22:00;12,0489;40,6;-117;91,0569;100;0,4145
;;44_KOS0025B_301L18_O_GDANSKA;11.05.2023 22:00;11.05.2023 23:00;6,6407;39,6;-117;86,9898;100;0,7208
;;44_KOS0025B_301L18_O_GDANSKA;11.05.2023 23:00;12.05.2023 00:00;5,9611;38,3;-118;94,6265;100;0,7457
;;44_KOS0025B_301L18_O_GDANSKA;12.05.2023 00:00;12.05.2023 01:00;3,4478;39,9;-119;84,855;100;0,8744
;;44_KOS0025B_301L18_O_GDANSKA;12.05.2023 01:00;12.05.2023 02:00;2,7428;39,3;-119;97,2263;100;0,9424
;;44_KOS0025B_301L18_O_GDANSKA;12.05.2023 02:00;12.05.2023 03:00;2,5289;37,9;-119;100;100;0,8312
;;44_KOS0025B_301L18_O_GDANSKA;12.05.2023 03:00;12.05.2023 04:00;2,2775;38,5;-119;99,1453;100;0,8507
;;44_KOS0025B_301L18_O_GDANSKA;12.05.2023 04:00;12.05.2023 05:00;2,5969;40;-118;97,7661;100;1,0404
;;44_KOS0025B_301L18_O_GDANSKA;12.05.2023 05:00;12.05.2023 06:00;2,4625;38,8;-118;99,7006;100;0,8394
;;44_KOS0025B_301L18_O_GDANSKA;12.05.2023 06:00;12.05.2023 07:00;2,8497;38,3;-118;97,2973;100;0,5862
;;44_KOS0025B_301L18_O_GDANSKA;12.05.2023 07:00;12.05.2023 08:00;4,9394;38,7;-118;94,0625;100;0,492
;;44_KOS0025B_301L18_O_GDANSKA;12.05.2023 08:00;12.05.2023 09:00;7,6876;38,1;-118;96,5517;100;0,3865
;;44_KOS0025B_301L18_O_GDANSKA;12.05.2023 09:00;12.05.2023 10:00;10,7042;38,2;-118;94,3971;100;0,3482
;;44_KOS0025B_301L18_O_GDANSKA;12.05.2023 10:00;12.05.2023 11:00;13,4557;38,7;-118;97,4346;100;0,3747
;;44_KOS0025B_301L18_O_GDANSKA;12.05.2023 11:00;12.05.2023 12:00;15,2208;38,9;-118;97,0784;100;0,3434
;;44_KOS0025B_301L18_O_GDANSKA;12.05.2023 12:00;12.05.2023 13:00;12,9239;38,3;-118;98,1408;100;0,3187
;;44_KOS0025B_301L18_O_GDANSKA;12.05.2023 13:00;12.05.2023 14:00;10,3339;38,5;-118;98,3248;100;0,3259
;;44_KOS0025B_301L18_O_GDANSKA;12.05.2023 14:00;12.05.2023 15:00;11,9308;38,6;-118;89,9749;100;0,4066
;;44_KOS0025B_301L18_O_GDANSKA;12.05.2023 15:00;12.05.2023 16:00;12,0492;38,6;-118;93,5832;100;0,3865
;;44_KOS0025B_301L18_O_GDANSKA;12.05.2023 16:00;12.05.2023 17:00;14,5806;39,1;-118;94,7149;100;0,3782
;;44_KOS0025B_301L18_O_GDANSKA;12.05.2023 17:00;12.05.2023 18:00;19,544;39,2;-117;87,4624;100;0,3422
;;44_KOS0025B_301L18_O_GDANSKA;12.05.2023 18:00;12.05.2023 19:00;18,3226;39,8;-118;96,7718;100;0,3311
;;44_KOS0025B_301L18_O_GDANSKA;12.05.2023 19:00;12.05.2023 20:00;19,7315;39,4;-118;87,2739;100;0,3593
;;44_KOS0025B_301L18_O_GDANSKA;12.05.2023 20:00;12.05.2023 21:00;13,4078;38,7;-118;97,5255;100;0,3788
;;44_KOS0025B_301L18_O_GDANSKA;12.05.2023 21:00;12.05.2023 22:00;9,4215;39,5;-118;92,0765;100;0,4329
;;44_KOS0025B_301L18_O_GDANSKA;12.05.2023 22:00;12.05.2023 23:00;4,1877;38,7;-118;92,0312;100;0,6288
;;44_KOS0025B_301L18_O_GDANSKA;12.05.2023 23:00;13.05.2023 00:00;2,6999;38,2;-118;87,1143;100;0,6564
;;44_KOS0025B_301L18_O_GDANSKA;13.05.2023 00:00;13.05.2023 01:00;3,13;39;-119;93,4974;100;0,7556
;;44_KOS0025B_301L18_O_GDANSKA;13.05.2023 01:00;13.05.2023 02:00;2,6647;40;-119;99,4203;100;0,7455
;;44_KOS0025B_301L18_O_GDANSKA;13.05.2023 02:00;13.05.2023 03:00;2,0242;38;-119;97,6852;100;0,8025
;;44_KOS0025B_301L18_O_GDANSKA;13.05.2023 03:00;13.05.2023 04:00;2,0758;37,9;-119;92,9119;100;0,8554
;;44_KOS0025B_301L18_O_GDANSKA;13.05.2023 04:00;13.05.2023 05:00;2,0508;37,8;-119;100;100;0,7842
;;44_KOS0025B_301L18_O_GDANSKA;13.05.2023 05:00;13.05.2023 06:00;2,539;37,8;-119;100;100;0,777
;;44_KOS0025B_301L18_O_GDANSKA;13.05.2023 06:00;13.05.2023 07:00;2,8075;38,2;-118;99,6416;100;0,7362
;;44_KOS0025B_301L18_O_GDANSKA;13.05.2023 07:00;13.05.2023 08:00;4,2397;38,3;-118;96;100;0,6506
;;44_KOS0025B_301L18_O_GDANSKA;13.05.2023 08:00;13.05.2023 09:00;6,3506;38,4;-118;96,3547;100;0,5869
;;44_KOS0025B_301L18_O_GDANSKA;13.05.2023 09:00;13.05.2023 10:00;7,8092;38,2;-118;97,4093;100;0,4176
;;44_KOS0025B_301L18_O_GDANSKA;13.05.2023 10:00;13.05.2023 11:00;12,325;39;-117;97,6841;100;0,4209
;;44_KOS0025B_301L18_O_GDANSKA;13.05.2023 11:00;13.05.2023 12:00;9,7517;40,1;-118;95,6101;100;0,4489
;;44_KOS0025B_301L18_O_GDANSKA;13.05.2023 12:00;13.05.2023 13:00;14,3094;39,2;-117;87,0391;100;0,3631
;;44_KOS0025B_301L18_O_GDANSKA;13.05.2023 13:00;13.05.2023 14:00;14,0794;38,9;-118;95,669;100;0,3709
;;44_KOS0025B_301L18_O_GDANSKA;13.05.2023 14:00;13.05.2023 15:00;14,0639;38,8;-118;95,9574;100;0,3704
;;44_KOS0025B_301L18_O_GDANSKA;13.05.2023 15:00;13.05.2023 16:00;16,7953;38,9;-118;92,2264;100;0,3693
;;44_KOS0025B_301L18_O_GDANSKA;13.05.2023 16:00;13.05.2023 17:00;17,1844;38,9;-117;95,1856;100;0,3994
;;44_KOS0025B_301L18_O_GDANSKA;13.05.2023 17:00;13.05.2023 18:00;18,5932;38,9;-117;96,3902;100;0,3659
;;44_KOS0025B_301L18_O_GDANSKA;13.05.2023 18:00;13.05.2023 19:00;19,2569;39,2;-117;91,1976;100;0,3788
;;44_KOS0025B_301L18_O_GDANSKA;13.05.2023 19:00;13.05.2023 20:00;18,5399;38,8;-118;96,9912;100;0,4148
;;44_KOS0025B_301L18_O_GDANSKA;13.05.2023 20:00;13.05.2023 21:00;14,5335;38,9;-118;95,6885;100;0,4284
;;44_KOS0025B_301L18_O_GDANSKA;13.05.2023 21:00;13.05.2023 22:00;10,96;39,5;-117;91,929;100;0,4719
;;44_KOS0025B_301L18_O_GDANSKA;13.05.2023 22:00;13.05.2023 23:00;8,4114;39,9;-117;89,0855;100;0,6735
;;44_KOS0025B_301L18_O_GDANSKA;13.05.2023 23:00;14.05.2023 00:00;8,0481;39,7;-117;94,1558;100;0,7891
;;44_KOS0025B_301L18_O_GDANSKA;14.05.2023 00:00;14.05.2023 01:00;5,3758;38,8;-118;95,9233;100;0,7498
;;44_KOS0025B_301L18_O_GDANSKA;14.05.2023 01:00;14.05.2023 02:00;4,2233;38,1;-118;99,8501;100;0,8223
;;44_KOS0025B_301L18_O_GDANSKA;14.05.2023 02:00;14.05.2023 03:00;4,1297;37,9;-118;98,0966;100;0,8729
;;44_KOS0025B_301L18_O_GDANSKA;14.05.2023 03:00;14.05.2023 04:00;2,0711;37,8;-119;99,3671;100;0,8821
;;44_KOS0025B_301L18_O_GDANSKA;14.05.2023 04:00;14.05.2023 05:00;2,7947;38;-118;99,1031;100;0,7871
;;44_KOS0025B_301L18_O_GDANSKA;14.05.2023 05:00;14.05.2023 06:00;2,4506;37,9;-118;99,8051;100;0,8554
;;44_KOS0025B_301L18_O_GDANSKA;14.05.2023 06:00;14.05.2023 07:00;3,9011;38,3;-118;97,9424;100;0,8044
;;44_KOS0025B_301L18_O_GDANSKA;14.05.2023 07:00;14.05.2023 08:00;7,0083;38,5;-118;96,4674;100;0,6972
;;44_KOS0025B_301L18_O_GDANSKA;14.05.2023 08:00;14.05.2023 09:00;10,4879;38,7;-116;96,6988;100;0,5739
;;44_KOS0025B_301L18_O_GDANSKA;14.05.2023 09:00;14.05.2023 10:00;13,7314;39;-115;92,6124;99,938;0,5437
;;44_KOS0025B_301L18_O_GDANSKA;14.05.2023 10:00;14.05.2023 11:00;12,5358;38,8;-115;94,8061;100;0,4662
;;44_KOS0025B_301L18_O_GDANSKA;14.05.2023 11:00;14.05.2023 12:00;9,6439;44;-115;88,6424;100;0,3966
